Table Name,State Code,District Code,Tehsil Code,Area Name,Total/ Rural/ Urban,Age-group,Total - Persons,Total - Males,Total - Females,Religious communities - Hindu - Persons,Religious communities - Hindu - Males,Religious communities - Hindu - Females,Religious communities - Muslim - Persons,Religious communities - Muslim - Males,Religious communities - Muslim - Females,Religious communities - Christian - Persons,Religious communities - Christian - Males,Religious communities - Christian - Females,Religious communities - Sikh - Persons,Religious communities - Sikh - Males,Religious communities - Sikh - Females,Religious communities - Buddhist - Persons,Religious communities - Buddhist - Males,Religious communities - Buddhist - Females,Religious communities - Jain - Persons,Religious communities - Jain - Males,Religious communities - Jain - Females,Religious communities - Other religious communities - Persons,Religious communities - Other religious communities - Males,Religious communities - Other religious communities - Females
C4415,33,23,0000,District - Sivaganga  23,Rural,40-44,47780,22950,24830,43604,20974,22630,900,429,471,3224,1518,1706,4,3,1,0,0,0,3,1,2,3,2,1
C4415,33,23,0000,District - Sivaganga  23,Rural,45-49,49790,23749,26041,45255,21682,23573,925,403,522,3559,1640,1919,0,0,0,2,1,1,1,1,0,2,2,0
C4415,33,23,0000,District - Sivaganga  23,Rural,50-54,40719,19933,20786,37017,18117,18900,769,369,400,2890,1425,1465,0,0,0,2,0,2,2,0,2,2,2,0
C4415,33,23,0000,District - Sivaganga  23,Rural,55-59,34354,16629,17725,31132,15151,15981,684,322,362,2512,1148,1364,1,0,1,0,0,0,2,1,1,1,1,0
C4415,33,23,0000,District - Sivaganga  23,Rural,60-64,32686,16392,16294,29456,14769,14687,630,301,329,2570,1309,1261,3,2,1,0,0,0,2,0,2,1,0,1
C4415,33,23,0000,District - Sivaganga  23,Rural,65-69,22387,11041,11346,20069,9887,10182,417,204,213,1878,939,939,1,1,0,0,0,0,0,0,0,0,0,0
C4415,33,23,0000,District - Sivaganga  23,Rural,70-74,16045,8303,7742,14370,7445,6925,318,147,171,1346,706,640,0,0,0,1,0,1,1,1,0,1,0,1
C4415,33,23,0000,District - Sivaganga  23,Rural,75-79,7364,4010,3354,6492,3526,2966,134,72,62,733,409,324,0,0,0,0,0,0,0,0,0,0,0,0
C4415,33,23,0000,District - Sivaganga  23,Rural,80+,8276,4300,3976,7344,3834,3510,193,91,102,728,366,362,1,1,0,1,1,0,0,0,0,0,0,0
C4415,33,23,0000,District - Sivaganga  23,Rural,Age not stated,6527,3308,3219,6051,3075,2976,189,87,102,241,124,117,1,1,0,0,0,0,1,0,1,1,1,0
C4415,33,23,0000,District - Sivaganga  23,Urban,All ages,326084,161854,164230,271005,134861,136144,41528,20352,21176,13035,6445,6590,31,14,17,9,6,3,62,39,23,27,16,11
C4415,33,23,0000,District - Sivaganga  23,Urban,0-4,26121,13423,12698,21586,11147,10439,3598,1824,1774,912,440,472,3,2,1,0,0,0,0,0,0,5,3,2
C4415,33,23,0000,District - Sivaganga  23,Urban,5-9,28548,14662,13886,23506,12118,11388,3927,1983,1944,1088,546,542,8,3,5,0,0,0,3,1,2,1,1,0
C4415,33,23,0000,District - Sivaganga  23,Urban,10-14,31922,16355,15567,25946,13276,12670,4389,2238,2151,1429,809,620,3,1,2,0,0,0,6,5,1,0,0,0
C4415,33,23,0000,District - Sivaganga  23,Urban,15-19,33113,16463,16650,27105,13497,13608,4536,2227,2309,1384,713,671,1,0,1,2,2,0,7,5,2,0,0,0
C4415,33,23,0000,District - Sivaganga  23,Urban,20-24,30687,14600,16087,25338,12037,13301,4199,1999,2200,1129,552,577,0,0,0,1,0,1,6,5,1,2,1,1
C4415,33,23,0000,District - Sivaganga  23,Urban,25-29,29898,13504,16394,24810,11220,13590,4004,1826,2178,1068,449,619,2,1,1,1,1,0,2,1,1,3,1,2
C4415,33,23,0000,District - Sivaganga  23,Urban,30-34,26304,12827,13477,21959,10782,11177,3209,1555,1654,1107,480,627,4,1,3,2,1,1,4,1,3,5,3,2
C4415,33,23,0000,District - Sivaganga  23,Urban,35-39,25496,12645,12851,21362,10616,10746,3023,1493,1530,1068,517,551,4,3,1,0,0,0,8,3,5,2,2,0
C4415,33,23,0000,District - Sivaganga  23,Urban,40-44,19908,10357,9551,16829,8754,8075,2228,1172,1056,831,420,411,1,1,0,0,0,0,6,3,3,0,0,0
C4415,33,23,0000,District - Sivaganga  23,Urban,45-49,18179,9328,8851,15398,7943,7455,1987,971,1016,779,402,377,1,1,0,0,0,0,2,2,0,1,1,0
C4415,33,23,0000,District - Sivaganga  23,Urban,50-54,14779,7657,7122,12420,6459,5961,1706,859,847,636,328,308,2,1,1,0,0,0,5,5,0,3,1,2
C4415,33,23,0000,District - Sivaganga  23,Urban,55-59,11093,5391,5702,9348,4594,4754,1287,570,717,450,225,225,1,0,1,0,0,0,1,1,0,2,1,1
C4415,33,23,0000,District - Sivaganga  23,Urban,60-64,10385,5163,5222,8694,4366,4328,1242,577,665,439,214,225,0,0,0,0,0,0,4,3,1,0,0,0
C4415,33,23,0000,District - Sivaganga  23,Urban,65-69,6873,3291,3582,5755,2728,3027,852,428,424,257,132,125,0,0,0,0,0,0,5,2,3,1,0,1
C4415,33,23,0000,District - Sivaganga  23,Urban,70-74,5222,2491,2731,4409,2110,2299,610,286,324,198,92,106,0,0,0,0,0,0,2,2,0,1,1,0
C4415,33,23,0000,District - Sivaganga  23,Urban,75-79,2649,1353,1296,2265,1160,1105,273,139,134,106,52,54,0,0,0,0,0,0,0,0,0,0,0,0
C4415,33,23,0000,District - Sivaganga  23,Urban,80+,3087,1416,1671,2640,1222,1418,338,141,197,104,50,54,1,0,1,1,1,0,1,0,1,1,1,0
C4415,33,23,0000,District - Sivaganga  23,Urban,Age not stated,1820,928,892,1635,832,803,120,64,56,50,24,26,0,0,0,2,1,1,0,0,0,0,0,0
C4415,33,24,0000,District - Madurai  24,Total,All ages,2578201,1303363,1274838,2351019,1189253,1161766,137443,69664,67779,86352,42659,43693,302,166,136,82,41,41,836,454,382,121,62,59
C4415,33,24,0000,District - Madurai  24,Total,0-4,208330,108156,100174,190751,99116,91635,11450,5946,5504,5842,2949,2893,28,16,12,12,3,9,61,36,25,7,6,1
C4415,33,24,0000,District - Madurai  24,Total,5-9,225662,116474,109188,206966,106765,100201,12411,6453,5958,5979,3091,2888,18,9,9,4,4,0,116,69,47,6,2,4
C4415,33,24,0000,District - Madurai  24,Total,10-14,243676,125736,117940,222153,114574,107579,13917,7330,6587,7227,3635,3592,30,20,10,7,3,4,106,54,52,6,6,0
C4415,33,24,0000,District - Madurai  24,Total,15-19,260844,133213,127631,236289,121037,115252,15583,7649,7934,8646,4358,4288,30,14,16,6,2,4,96,53,43,14,8,6
C4415,33,24,0000,District - Madurai  24,Total,20-24,241654,118656,122998,218087,107374,110713,14361,6939,7422,8942,4205,4737,31,14,17,13,6,7,71,41,30,14,5,9
C4415,33,24,0000,District - Madurai  24,Total,25-29,240167,115556,124611,218472,105204,113268,13373,6410,6963,8021,3783,4238,26,14,12,7,4,3,93,48,45,16,8,8
C4415,33,24,0000,District - Madurai  24,Total,30-34,195017,98550,96467,177457,89663,87794,10389,5327,5062,6948,3451,3497,26,18,8,4,2,2,62,25,37,10,6,4
C4415,33,24,0000,District - Madurai  24,Total,35-39,198982,97993,100989,181928,89647,92281,10192,5074,5118,6659,3173,3486,19,11,8,5,1,4,69,36,33,10,6,4
C4415,33,24,0000,District - Madurai  24,Total,40-44,156136,81625,74511,142753,74615,68138,7596,4085,3511,5616,2831,2785,18,8,10,3,2,1,47,27,20,4,0,4
C4415,33,24,0000,District - Madurai  24,Total,45-49,144568,74289,70279,132388,68008,64380,6841,3609,3232,5182,2587,2595,21,12,9,6,4,2,33,18,15,9,4,5
C4415,33,24,0000,District - Madurai  24,Total,50-54,117985,61206,56779,107967,55968,51999,5337,2850,2487,4566,2332,2234,13,7,6,5,2,3,15,10,5,6,3,3
C4415,33,24,0000,District - Madurai  24,Total,55-59,87703,43424,44279,80294,39720,40574,4156,2089,2067,3163,1573,1590,12,5,7,2,1,1,20,9,11,7,4,3
C4415,33,24,0000,District - Madurai  24,Total,60-64,84571,41805,42766,77825,38470,39355,3656,1804,1852,3014,1491,1523,8,5,3,2,2,0,11,6,5,6,1,5
C4415,33,24,0000,District - Madurai  24,Total,65-69,53241,25679,27562,48642,23456,25186,2458,1203,1255,2075,985,1090,6,5,1,1,1,0,10,7,3,4,1,3
C4415,33,24,0000,District - Madurai  24,Total,70-74,40283,20251,20032,36898,18551,18347,1820,933,887,1517,740,777,6,2,4,1,0,1,8,5,3,0,0,0
C4415,33,24,0000,District - Madurai  24,Total,75-79,18021,9573,8448,16417,8734,7683,750,401,349,842,428,414,1,1,0,1,1,0,4,2,2,0,0,0
C4415,33,24,0000,District - Madurai  24,Total,80+,21713,10388,11325,19716,9454,10262,1075,498,577,901,429,472,2,1,1,0,0,0,1,1,0,0,0,0
C4415,33,24,0000,District - Madurai  24,Total,Age not stated,39648,20789,18859,36016,18897,17119,2078,1064,1014,1212,618,594,7,4,3,3,3,0,13,7,6,2,2,0
C4415,33,24,0000,District - Madurai  24,Rural,All ages,1134025,573036,560989,1086584,549314,537270,31750,15817,15933,14146,7118,7028,124,66,58,35,19,16,135,68,67,20,10,10
C4415,33,24,0000,District - Madurai  24,Rural,0-4,97812,51503,46309,93836,49477,44359,2790,1425,1365,1057,547,510,13,6,7,8,2,6,7,4,3,1,1,0
C4415,33,24,0000,District - Madurai  24,Rural,5-9,106573,55545,51028,102431,53408,49023,2991,1549,1442,1020,517,503,7,4,3,0,0,0,13,9,4,2,0,2
C4415,33,24,0000,District - Madurai  24,Rural,10-14,112652,58813,53839,107912,56427,51485,3339,1691,1648,1204,595,609,16,10,6,3,1,2,15,8,7,1,1,0
C4415,33,24,0000,District - Madurai  24,Rural,15-19,115002,60109,54893,109572,57347,52225,3681,1841,1840,1606,852,754,12,6,6,1,0,1,16,6,10,2,1,1
C4415,33,24,0000,District - Madurai  24,Rural,20-24,100394,50818,49576,95510,48295,47215,3095,1554,1541,1678,907,771,12,6,6,3,3,0,13,8,5,0,0,0
C4415,33,24,0000,District - Madurai  24,Rural,25-29,98787,47158,51629,94686,45245,49441,2822,1307,1515,1177,554,623,10,5,5,4,3,1,8,3,5,1,0,1
C4415,33,24,0000,District - Madurai  24,Rural,30-34,77711,38357,39354,74512,36764,37748,2143,1074,1069,979,481,498,9,5,4,1,1,0,8,4,4,3,3,0
C4415,33,24,0000,District - Madurai  24,Rural,35-39,84329,40274,44055,81089,38765,42324,2149,1030,1119,1020,456,564,5,2,3,1,0,1,13,4,9,2,1,1
C4415,33,24,0000,District - Madurai  24,Rural,40-44,65759,33711,32048,63165,32384,30781,1640,842,798,878,447,431,5,1,4,2,1,1,9,3,6,1,0,1
C4415,33,24,0000,District - Madurai  24,Rural,45-49,63127,31321,31806,60654,30120,30534,1565,781,784,826,379,447,10,6,4,4,2,2,11,6,5,0,0,0
C4415,33,24,0000,District - Madurai  24,Rural,50-54,51630,26124,25506,49585,25091,24494,1269,626,643,712,378,334,4,2,2,2,1,1,2,1,1,3,2,1
C4415,33,24,0000,District - Madurai  24,Rural,55-59,39452,19095,20357,37878,18311,19567,1022,498,524,517,269,248,3,1,2,1,0,1,4,2,2,1,1,0
C4415,33,24,0000,District - Madurai  24,Rural,60-64,40223,19456,20767,38722,18719,20003,999,482,517,455,231,224,5,3,2,1,1,0,5,3,2,2,0,2
C4415,33,24,0000,District - Madurai  24,Rural,65-69,23578,11329,12249,22610,10874,11736,633,300,333,307,141,166,2,2,0,1,1,0,1,1,0,1,0,1
C4415,33,24,0000,District - Madurai  24,Rural,70-74,18465,9294,9171,17745,8936,8809,482,243,239,213,100,113,3,1,2,0,0,0,6,4,2,0,0,0
C4415,33,24,0000,District - Madurai  24,Rural,75-79,7199,3893,3306,6905,3729,3176,180,104,76,107,54,53,1,1,0,0,0,0,2,1,1,0,0,0
C4415,33,24,0000,District - Madurai  24,Rural,80+,9130,4484,4646,8721,4283,4438,267,133,134,126,64,62,1,1,0,0,0,0,0,0,0,0,0,0
C4415,33,24,0000,District - Madurai  24,Rural,Age not stated,22202,11752,10450,21051,11139,9912,683,337,346,264,146,118,6,4,2,3,3,0,2,1,1,0,0,0
C4415,33,24,0000,District - Madurai  24,Urban,All ages,1444176,730327,713849,1264435,639939,624496,105693,53847,51846,72206,35541,36665,178,100,78,47,22,25,701,386,315,101,52,49
C4415,33,24,0000,District - Madurai  24,Urban,0-4,110518,56653,53865,96915,49639,47276,8660,4521,4139,4785,2402,2383,15,10,5,4,1,3,54,32,22,6,5,1
C4415,33,24,0000,District - Madurai  24,Urban,5-9,119089,60929,58160,104535,53357,51178,9420,4904,4516,4959,2574,2385,11,5,6,4,4,0,103,60,43,4,2,2
C4415,33,24,0000,District - Madurai  24,Urban,10-14,131024,66923,64101,114241,58147,56094,10578,5639,4939,6023,3040,2983,14,10,4,4,2,2,91,46,45,5,5,0
C4415,33,24,0000,District - Madurai  24,Urban,15-19,145842,73104,72738,126717,63690,63027,11902,5808,6094,7040,3506,3534,18,8,10,5,2,3,80,47,33,12,7,5
C4415,33,24,0000,District - Madurai  24,Urban,20-24,141260,67838,73422,122577,59079,63498,11266,5385,5881,7264,3298,3966,19,8,11,10,3,7,58,33,25,14,5,9
C4415,33,24,0000,District - Madurai  24,Urban,25-29,141380,68398,72982,123786,59959,63827,10551,5103,5448,6844,3229,3615,16,9,7,3,1,2,85,45,40,15,8,7
C4415,33,24,0000,District - Madurai  24,Urban,30-34,117306,60193,57113,102945,52899,50046,8246,4253,3993,5969,2970,2999,17,13,4,3,1,2,54,21,33,7,3,4
C4415,33,24,0000,District - Madurai  24,Urban,35-39,114653,57719,56934,100839,50882,49957,8043,4044,3999,5639,2717,2922,14,9,5,4,1,3,56,32,24,8,5,3
C4415,33,24,0000,District - Madurai  24,Urban,40-44,90377,47914,42463,79588,42231,37357,5956,3243,2713,4738,2384,2354,13,7,6,1,1,0,38,24,14,3,0,3
C4415,33,24,0000,District - Madurai  24,Urban,45-49,81441,42968,38473,71734,37888,33846,5276,2828,2448,4356,2208,2148,11,6,5,2,2,0,22,12,10,9,4,5
C4415,33,24,0000,District - Madurai  24,Urban,50-54,66355,35082,31273,58382,30877,27505,4068,2224,1844,3854,1954,1900,9,5,4,3,1,2,13,9,4,3,1,2
C4415,33,24,0000,District - Madurai  24,Urban,55-59,48251,24329,23922,42416,21409,21007,3134,1591,1543,2646,1304,1342,9,4,5,1,1,0,16,7,9,6,3,3
C4415,33,24,0000,District - Madurai  24,Urban,60-64,44348,22349,21999,39103,19751,19352,2657,1322,1335,2559,1260,1299,3,2,1,1,1,0,6,3,3,4,1,3
C4415,33,24,0000,District - Madurai  24,Urban,65-69,29663,14350,15313,26032,12582,13450,1825,903,922,1768,844,924,4,3,1,0,0,0,9,6,3,3,1,2
C4415,33,24,0000,District - Madurai  24,Urban,70-74,21818,10957,10861,19153,9615,9538,1338,690,648,1304,640,664,3,1,2,1,0,1,2,1,1,0,0,0
C4415,33,24,0000,District - Madurai  24,Urban,75-79,10822,5680,5142,9512,5005,4507,570,297,273,735,374,361,0,0,0,1,1,0,2,1,1,0,0,0
C4415,33,24,0000,District - Madurai  24,Urban,80+,12583,5904,6679,10995,5171,5824,808,365,443,775,365,410,1,0,1,0,0,0,1,1,0,0,0,0
C4415,33,24,0000,District - Madurai  24,Urban,Age not stated,17446,9037,8409,14965,7758,7207,1395,727,668,948,472,476,1,0,1,0,0,0,11,6,5,2,2,0
C4415,33,25,0000,District - Theni  *  25,Total,All ages,1093950,552986,540964,1011456,512096,499360,48066,23994,24072,33830,16592,17238,57,30,27,25,16,9,80,40,40,13,6,7
C4415,33,25,0000,District - Theni  *  25,Total,0-4,88642,46698,41944,81679,43140,38539,4061,2057,2004,2846,1467,1379,5,3,2,4,3,1,6,4,2,1,0,1
C4415,33,25,0000,District - Theni  *  25,Total,5-9,99693,52819,46874,92222,49056,43166,4423,2209,2214,2993,1529,1464,2,1,1,2,1,1,8,4,4,0,0,0
C4415,33,25,0000,District - Theni  *  25,Total,10-14,110492,58052,52440,102148,53798,48350,4761,2468,2293,3524,1750,1774,11,8,3,0,0,0,9,3,6,2,1,1
C4415,33,25,0000,District - Theni  *  25,Total,15-19,107814,55561,52253,99076,51287,47789,5263,2564,2699,3428,1689,1739,3,0,3,3,1,2,9,6,3,1,0,1
C4415,33,25,0000,District - Theni  *  25,Total,20-24,92638,45415,47223,84994,41893,43101,4717,2188,2529,2881,1309,1572,2,0,2,3,1,2,8,4,4,1,1,0
C4415,33,25,0000,District - Theni  *  25,Total,25-29,98815,46870,51945,91170,43166,48004,4532,2259,2273,3050,1414,1636,2,1,1,5,4,1,12,8,4,1,1,0
C4415,33,25,0000,District - Theni  *  25,Total,30-34,83332,41099,42233,76953,37976,38977,3702,1846,1856,2635,1253,1382,8,6,2,1,1,0,7,2,5,1,0,1
C4415,33,25,0000,District - Theni  *  25,Total,35-39,88575,43777,44798,82345,40638,41707,3569,1816,1753,2631,1306,1325,0,0,0,2,1,1,5,1,4,0,0,0
C4415,33,25,0000,District - Theni  *  25,Total,40-44,67106,35527,31579,62345,33040,29305,2800,1463,1337,1934,1012,922,4,2,2,1,1,0,4,2,2,1,1,0
C4415,33,25,0000,District - Theni  *  25,Total,45-49,62235,31830,30405,57879,29599,28280,2466,1296,1170,1861,921,940,2,0,2,1,1,0,3,2,1,1,0,1
C4415,33,25,0000,District - Theni  *  25,Total,50-54,48936,24772,24164,45455,22997,22458,1920,992,928,1539,777,762,3,1,2,0,0,0,3,1,2,1,0,1
C4415,33,25,0000,District - Theni  *  25,Total,55-59,38758,18600,20158,35995,17262,18733,1544,758,786,1191,564,627,7,2,5,1,1,0,1,0,1,1,1,0
C4415,33,25,0000,District - Theni  *  25,Total,60-64,37906,18263,19643,35315,17042,18273,1428,666,762,1147,546,601,1,1,0,0,0,0,1,0,1,1,1,0
C4415,33,25,0000,District - Theni  *  25,Total,65-69,24368,11351,13017,22655,10551,12104,932,449,483,774,350,424,2,1,1,1,0,1,1,0,1,0,0,0
C4415,33,25,0000,District - Theni  *  25,Total,70-74,19595,9837,9758,18216,9139,9077,774,388,386,594,304,290,0,0,0,0,0,0,1,1,0,0,0,0
C4415,33,25,0000,District - Theni  *  25,Total,75-79,8293,4207,4086,7711,3910,3801,314,152,162,259,140,119,1,1,0,0,0,0,1,1,0,0,0,0
C4415,33,25,0000,District - Theni  *  25,Total,80+,9860,4626,5234,9104,4277,4827,436,195,241,310,149,161,3,2,1,1,1,0,1,1,0,1,0,1
C4415,33,25,0000,District - Theni  *  25,Total,Age not stated,6892,3682,3210,6194,3325,2869,424,228,196,233,112,121,1,1,0,0,0,0,0,0,0,0,0,0
C4415,33,25,0000,District - Theni  *  25,Rural,All ages,502109,255152,246957,481208,244762,236446,6179,3079,3100,14390,7137,7253,30,16,14,15,10,5,32,18,14,3,2,1
C4415,33,25,0000,District - Theni  *  25,Rural,0-4,41374,22031,19343,39573,21100,18473,506,250,256,1262,659,603,3,1,2,2,1,1,2,2,0,0,0,0
C4415,33,25,0000,District - Theni  *  25,Rural,5-9,47074,25251,21823,45181,24279,20902,557,276,281,1305,684,621,0,0,0,2,1,1,3,1,2,0,0,0
C4415,33,25,0000,District - Theni  *  25,Rural,10-14,51731,27554,24177,49570,26435,23135,583,317,266,1549,780,769,7,5,2,0,0,0,2,1,1,0,0,0
C4415,33,25,0000,District - Theni  *  25,Rural,15-19,49539,25942,23597,47225,24801,22424,720,335,385,1565,794,771,3,0,3,2,1,1,5,4,1,0,0,0
C4415,33,25,0000,District - Theni  *  25,Rural,20-24,41540,20960,20580,39743,20099,19644,606,306,300,1165,540,625,0,0,0,1,1,0,7,3,4,0,0,0
C4415,33,25,0000,District - Theni  *  25,Rural,25-29,44496,21120,23376,42697,20237,22460,536,286,250,1232,582,650,1,1,0,2,2,0,3,2,1,0,0,0
C4415,33,25,0000,District - Theni  *  25,Rural,30-34,36997,18180,18817,35498,17486,18012,416,193,223,1057,487,570,5,4,1,0,0,0,4,1,3,1,0,1
C4415,33,25,0000,District - Theni  *  25,Rural,35-39,40212,19612,20600,38653,18839,19814,419,215,204,1121,547,574,0,0,0,2,1,1,3,1,2,0,0,0
C4415,33,25,0000,District - Theni  *  25,Rural,40-44,30091,15849,14242,28934,15257,13677,325,144,181,821,441,380,1,1,0,1,1,0,1,1,0,1,1,0
C4415,33,25,0000,District - Theni  *  25,Rural,45-49,28292,14294,13998,27133,13711,13422,352,182,170,790,393,397,1,0,1,1,1,0,0,0,0,0,0,0
C4415,33,25,0000,District - Theni  *  25,Rural,50-54,22145,11149,10996,21215,10677,10538,278,144,134,637,323,314,3,1,2,0,0,0,1,1,0,0,0,0
C4415,33,25,0000,District - Theni  *  25,Rural,55-59,17850,8361,9489,17134,8026,9108,204,94,110,496,233,263,2,0,2,1,1,0,0,0,0,0,0,0
C4415,33,25,0000,District - Theni  *  25,Rural,60-64,17810,8625,9185,17121,8299,8822,221,102,119,460,218,242,1,1,0,0,0,0,0,0,0,1,1,0
C4415,33,25,0000,District - Theni  *  25,Rural,65-69,11534,5321,6213,11041,5104,5937,142,65,77,346,152,194,1,0,1,1,0,1,0,0,0,0,0,0
C4415,33,25,0000,District - Theni  *  25,Rural,70-74,9344,4757,4587,8945,4540,4405,132,76,56,260,136,124,0,0,0,0,0,0,1,1,0,0,0,0
C4415,33,25,0000,District - Theni  *  25,Rural,75-79,3959,2024,1935,3794,1937,1857,39,18,21,122,67,55,1,1,0,0,0,0,0,0,0,0,0,0
C4415,33,25,0000,District - Theni  *  25,Rural,80+,4522,2166,2356,4329,2080,2249,66,31,35,124,53,71,1,1,0,0,0,0,0,0,0,0,0,0
C4415,33,25,0000,District - Theni  *  25,Rural,Age not stated,3599,1956,1643,3422,1855,1567,77,45,32,78,48,30,0,0,0,0,0,0,0,0,0,0,0,0
C4415,33,25,0000,District - Theni  *  25,Urban,All ages,591841,297834,294007,530248,267334,262914,41887,20915,20972,19440,9455,9985,27,14,13,10,6,4,48,22,26,10,4,6
C4415,33,25,0000,District - Theni  *  25,Urban,0-4,47268,24667,22601,42106,22040,20066,3555,1807,1748,1584,808,776,2,2,0,2,2,0,4,2,2,1,0,1
C4415,33,25,0000,District - Theni  *  25,Urban,5-9,52619,27568,25051,47041,24777,22264,3866,1933,1933,1688,845,843,2,1,1,0,0,0,5,3,2,0,0,0
C4415,33,25,0000,District - Theni  *  25,Urban,10-14,58761,30498,28263,52578,27363,25215,4178,2151,2027,1975,970,1005,4,3,1,0,0,0,7,2,5,2,1,1
C4415,33,25,0000,District - Theni  *  25,Urban,15-19,58275,29619,28656,51851,26486,25365,4543,2229,2314,1863,895,968,0,0,0,1,0,1,4,2,2,1,0,1
C4415,33,25,0000,District - Theni  *  25,Urban,20-24,51098,24455,26643,45251,21794,23457,4111,1882,2229,1716,769,947,2,0,2,2,0,2,1,1,0,1,1,0
C4415,33,25,0000,District - Theni  *  25,Urban,25-29,54319,25750,28569,48473,22929,25544,3996,1973,2023,1818,832,986,1,0,1,3,2,1,9,6,3,1,1,0
C4415,33,25,0000,District - Theni  *  25,Urban,30-34,46335,22919,23416,41455,20490,20965,3286,1653,1633,1578,766,812,3,2,1,1,1,0,3,1,2,0,0,0
C4415,33,25,0000,District - Theni  *  25,Urban,35-39,48363,24165,24198,43692,21799,21893,3150,1601,1549,1510,759,751,0,0,0,0,0,0,2,0,2,0,0,0
C4415,33,25,0000,District - Theni  *  25,Urban,40-44,37015,19678,17337,33411,17783,15628,2475,1319,1156,1113,571,542,3,1,2,0,0,0,3,1,2,0,0,0
C4415,33,25,0000,District - Theni  *  25,Urban,45-49,33943,17536,16407,30746,15888,14858,2114,1114,1000,1071,528,543,1,0,1,0,0,0,3,2,1,1,0,1
C4415,33,25,0000,District - Theni  *  25,Urban,50-54,26791,13623,13168,24240,12320,11920,1642,848,794,902,454,448,0,0,0,0,0,0,2,0,2,1,0,1
C4415,33,25,0000,District - Theni  *  25,Urban,55-59,20908,10239,10669,18861,9236,9625,1340,664,676,695,331,364,5,2,3,0,0,0,1,0,1,1,1,0
C4415,33,25,0000,District - Theni  *  25,Urban,60-64,20096,9638,10458,18194,8743,9451,1207,564,643,687,328,359,0,0,0,0,0,0,1,0,1,0,0,0
C4415,33,25,0000,District - Theni  *  25,Urban,65-69,12834,6030,6804,11614,5447,6167,790,384,406,428,198,230,1,1,0,0,0,0,1,0,1,0,0,0
C4415,33,25,0000,District - Theni  *  25,Urban,70-74,10251,5080,5171,9271,4599,4672,642,312,330,334,168,166,0,0,0,0,0,0,0,0,0,0,0,0
C4415,33,25,0000,District - Theni  *  25,Urban,75-79,4334,2183,2151,3917,1973,1944,275,134,141,137,73,64,0,0,0,0,0,0,1,1,0,0,0,0
C4415,33,25,0000,District - Theni  *  25,Urban,80+,5338,2460,2878,4775,2197,2578,370,164,206,186,96,90,2,1,1,1,1,0,1,1,0,1,0,1
C4415,33,25,0000,District - Theni  *  25,Urban,Age not stated,3293,1726,1567,2772,1470,1302,347,183,164,155,64,91,1,1,0,0,0,0,0,0,0,0,0,0
C4415,33,26,0000,District - Virudhunagar  26,Total,All ages,1751301,870376,880925,1637939,814849,823090,43309,21299,22010,68295,33307,34988,54,31,23,41,24,17,167,91,76,217,127,90
C4415,33,26,0000,District - Virudhunagar  26,Total,0-4,148593,75711,72882,139129,70897,68232,3697,1902,1795,5638,2846,2792,6,3,3,4,3,1,13,5,8,12,7,5
C4415,33,26,0000,District - Virudhunagar  26,Total,5-9,159280,81222,78058,149065,76109,72956,4071,2027,2044,6001,3012,2989,3,3,0,3,1,2,17,11,6,26,15,11
C4415,33,26,0000,District - Virudhunagar  26,Total,10-14,169540,86660,82880,158093,80894,77199,4451,2242,2209,6815,3427,3388,3,2,1,2,2,0,19,12,7,44,20,24
C4415,33,26,0000,District - Virudhunagar  26,Total,15-19,182255,91125,91130,169869,85109,84760,4886,2377,2509,7314,3539,3775,5,3,2,4,3,1,8,2,6,52,32,20
C4415,33,26,0000,District - Virudhunagar  26,Total,20-24,159580,75998,83582,148479,70714,77765,4412,2116,2296,6517,3065,3452,5,3,2,5,2,3,15,9,6,29,23,6
C4415,33,26,0000,District - Virudhunagar  26,Total,25-29,157643,74734,82909,147355,69834,77521,4043,1899,2144,6131,2936,3195,2,1,1,4,4,0,10,7,3,13,11,2
C4415,33,26,0000,District - Virudhunagar  26,Total,30-34,131797,64883,66914,123361,60818,62543,3145,1545,1600,5166,2459,2707,7,3,4,2,0,2,19,10,9,9,3,6
C4415,33,26,0000,District - Virudhunagar  26,Total,35-39,134221,66123,68098,125821,62128,63693,3142,1499,1643,5164,2445,2719,1,0,1,1,0,1,14,12,2,8,4,4
C4415,33,26,0000,District - Virudhunagar  26,Total,40-44,106214,54521,51693,99540,51152,48388,2520,1282,1238,4067,2047,2020,4,3,1,4,0,4,14,7,7,6,3,3
C4415,33,26,0000,District - Virudhunagar  26,Total,45-49,97351,49529,47822,91250,46514,44736,2286,1131,1155,3725,1841,1884,4,2,2,2,1,1,7,3,4,8,4,4
C4415,33,26,0000,District - Virudhunagar  26,Total,50-54,77379,39312,38067,72641,36961,35680,1757,878,879,2923,1446,1477,1,0,1,2,1,1,8,4,4,3,1,2
C4415,33,26,0000,District - Virudhunagar  26,Total,55-59,63467,31041,32426,59549,29103,30446,1445,720,725,2405,1185,1220,2,2,0,0,0,0,11,5,6,3,3,0
C4415,33,26,0000,District - Virudhunagar  26,Total,60-64,57519,27982,29537,54080,26317,27763,1221,615,606,2159,1022,1137,1,1,0,0,0,0,5,0,5,0,0,0
C4415,33,26,0000,District - Virudhunagar  26,Total,65-69,38067,18289,19778,35655,17151,18504,876,414,462,1504,708,796,3,2,1,1,1,0,1,0,1,2,0,2
